name,lastname1,lastname2,fullname,job_title,country,skills,university,company
Alejandra,Rodrguez,Cant,Alejandra Rodrguez Cant,IoT Developer,Mexico,Cisco; Networking,Universidad Nacional Aut�noma de M�xico,Technosoft Innovations
Marianne,Miller,capanoglu,Marianne Miller capanoglu,IoT Solutions Architect,Canada,Network Security; Ethical Hacking; Kubernetes; Jenkins,University of Toronto,Intellitech Innovations
Lea,Mortensen,Carbajal,Lea Mortensen Carbajal,Embedded Systems Specialist,Denmark,ROS; Python; Control Theory,Technical University of Denmark,GameDev Studios
Tine,Raja,Carbajal,Tine Raja Carbajal,Cloud Infrastructure Engineer,Norway,Python; TensorFlow; Natural Language Processing,University of Oslo,AIResearchLab
Liva,Jrgensen,Cardoso,Liva Jrgensen Cardoso,Data Engineering Specialist,Denmark,Network Security; Ethical Hacking; SQL; Python,Technical University of Denmark,GameDev Studios
Stacy,Edwards,Cardoso,Stacy Edwards Cardoso,Game Developer,Australia,HTML; CSS; C++; Qt,University of Sydney,Commonwealth Bank
Lina,Pistun,Cardoso,Lina Pistun Cardoso,UI/UX Designer,Ukraine,Python; Machine Learning,University of Kiev,BlockchainGuru
Alice,Singh,Cardoso,Alice Singh Cardoso,Front-end Developer,Canada,Cisco; Networking,University of Toronto,Intellitech Innovations
Sarah,Kowalski,Carmona,Sarah Kowalski Carmona,Cybersecurity Analyst,Canada,Docker; Kubernetes; Ansible,University of Toronto,Intellitech Innovations
Marie,Mortensen,Carpenter,Marie Mortensen Carpenter,Blockchain Developer,Denmark,Docker; Kubernetes,Technical University of Denmark,GameDev Studios
Stephanie,Holland,Carpentier,Stephanie Holland Carpentier,Web Developer,Ireland,Node.js; Raspberry Pi; MQTT,University College Dublin,CyberShield Consulting
Signe,Kristensen,Carr,Signe Kristensen Carr,Frontend Developer,Denmark,React; Angular; Vue.js,Technical University of Denmark,GameDev Studios
Katie,Dixon,Carrasco,Katie Dixon Carrasco,Frontend Developer,Australia,Figma; Sketch; Adobe XD,University of Sydney,Commonwealth Bank
Jnia,Fogaca,Carroll,Jnia Fogaca Carroll,Data Engineering Specialist,Brazil,Agile; Scrum; Product Roadmapping,Universidade de S�o Paulo,DevOps Masters
Isabella,Mills,Carter,Isabella Mills Carter,Cloud Engineer,United Kingdom,Arduino; Raspberry Pi; C++,University of Cambridge,AITech Solutions
Aleksandra,Tillmann,Carter,Aleksandra Tillmann Carter,Blockchain Developer,Germany,AWS; Azure; Terraform,Technische Universit�t M�nchen,BlockchainGuru
Conny,Benecke,Carvajal,Conny Benecke Carvajal,UI/UX Designer,Germany,Collibra; Alation; Talend,Technische Universit�t M�nchen,BlockchainGuru
Dana,Bryant,Carvalho,Dana Bryant Carvalho,Cloud Architect,United States,ROS; Python; Control Theory,Massachusetts Institute of Technology,TechPro Inc.
Kriemhild,Quade,Carvalho,Kriemhild Quade Carvalho,Robotics Engineer,Germany,Splunk; Wireshark; Kali Linux,Technische Universit�t M�nchen,BlockchainGuru
Lindaura,Almeida,Casper,Lindaura Almeida Casper,Game Developer,Brazil,PyTorch; TensorFlow; Natural Language Processing,Universidade de S�o Paulo,DevOps Masters
Martina,Fernandez,Castillo,Martina Fernandez Castillo,Blockchain Developer,Germany,Solidity; Ethereum; Hyperledger,Technische Universit�t M�nchen,BlockchainGuru
Gabriela,Moreno,Castillo,Gabriela Moreno Castillo,Big Data Engineer,France,Hadoop; Spark; Python,Universit� Paris-Saclay,DataHub Analytics
Mariana,Moreno,Castillo,Mariana Moreno Castillo,Embedded Systems Engineer,Poland,Arduino; Raspberry Pi; C++,AGH University of Science and Technology,EmbeddedSolutions Inc.
Catalina,Morales,Castillo,Catalina Morales Castillo,Cybersecurity Analyst,Finland,Splunk; Wireshark; Kali Linux,Aalto University,CyberSec Solutions
Adriana,Moreno,Castillo,Adriana Moreno Castillo,Serverless Solutions Architect,Japan,AWS Lambda; Azure Functions; Google Cloud Functions,University of Tokyo,CloudOps Japan
Martina,Moreno,Castillo,Martina Moreno Castillo,Cloud Infrastructure Engineer,Austria,AWS; Azure; Terraform,Technische Universit�t Wien,CloudOpsSolutions
Sophia,Ramos,Castro,Sophia Ramos Castro,Cloud Engineer,Colombia,AWS; Azure,University of Los Andes,Avianca
Anzhelika,Ignatenko,Castro,Anzhelika Ignatenko Castro,Artificial Intelligence Specialist,Ukraine,JavaScript; React,University of Kiev,BlockchainGuru
Brittany,Mcdonalid,Castro,Brittany Mcdonalid Castro,Blockchain Security Analyst,Ireland,Splunk; Wireshark; Nmap,University College Dublin,AITech Solutions
Courtney,Murray,Castro,Courtney Murray Castro,Full stack Engineer,United States,Unity; Unreal Engine; C#,Massachusetts Institute of Technology,TechPro Inc.
Guta,Carvalho,Cavalcanti,Guta Carvalho Cavalcanti,Devops Engineer,Brazil,Node.js; Raspberry Pi; MQTT,Universidade de S�o Paulo,DevOps Masters
Sanchitha,Rao,Cavalcanti,Sanchitha Rao Cavalcanti,Cloud Engineer,India,Hadoop; Spark; Python,Indian Institute of Technology Delhi,Mobiliti Software
Lena,Meunier,Cavalcanti,Lena Meunier Cavalcanti,Network Administrator,France,Docker; Kubernetes,Universit� Paris-Saclay,DataHub Analytics
Mari,Augestad,Ceja,Mari Augestad Ceja,Artificial Intelligence Engineer,Norway,Collibra; Alation; Talend,University of Oslo,AIResearchLab
Bernice,Long,cetiner,Bernice Long cetiner,Quantum Computing Researcher,United States,SQL; Python; Node.js; MongoDB,Massachusetts Institute of Technology,TechPro Inc.
Marina,Frhauf,cevik,Marina Frhauf cevik,Cloud Engineer,Germany,Swift; Kotlin; Flutter,Technische Universit�t M�nchen,BlockchainGuru
Adriane,Mendes,Chambers,Adriane Mendes Chambers,Cloud Infrastructure Engineer,Brazil,ROS; Arduino; Python,Universidade de S�o Paulo,DevOps Masters
Priska,Tomkiv,Chan,Priska Tomkiv Chan,Network Administrator,Ukraine,Java; Spring Framework,University of Kiev,Commonwealth Bank
Lena,Ramirez,Chatterjee,Lena Ramirez Chatterjee,Software Developer,United States,Java; Spring Framework,Massachusetts Institute of Technology,TechPro Inc.
Emily,Lam,Chatterjee,Emily Lam Chatterjee,Mobile App Developer,Canada,Qiskit; Cirq; Pennylane,University of Toronto,Intellitech Innovations
June,Graves,Chaudhry,June Graves Chaudhry,Cybersecurity Consultant,United States,Qiskit; Cirq; Pennylane,Massachusetts Institute of Technology,TechPro Inc.
Parimala,Kumar,Chavare,Parimala Kumar Chavare,Data Engineering Specialist,India,Network Security; Ethical Hacking; Kubernetes; Jenkins,Indian Institute of Technology Delhi,TechPro Inc.
Marie,Robinson,Chavez,Marie Robinson Chavez,Data Governance Specialist,United Kingdom,Docker; Kubernetes; Ansible,University of Cambridge,AITech Solutions
Susanna,Obrien,Chavez,Susanna Obrien Chavez,Network Architect,Ireland,Node.js; Raspberry Pi; MQTT,University College Dublin,Intellitech Innovations
Sally,Pierce,Chen,Sally Pierce Chen,Cybersecurity Consultant,Australia,Unity; Unreal Engine; C#,University of Sydney,Commonwealth Bank
Matilda,Perala,Chen,Matilda Perala Chen,Machine Learning Scientist,Finland,HTML; CSS; C++; Qt,Aalto University,CyberSec Advisors
Nancy,Solorzano,Chen,Nancy Solorzano Chen,Big Data Engineer,Mexico,R; SQL; Tableau,Universidad Nacional Aut�noma de M�xico,Technosoft Innovations
Emmi,Saari,Chen,Emmi Saari Chen,Data Engineering Specialist,Finland,Splunk; Wireshark; Kali Linux,Aalto University,CyberSec Advisors
Nanneke,Matla,Chen,Nanneke Matla Chen,Data Governance Analyst,Netherlands,HTML; CSS,Delft University of Technology,CyberShield Consulting
Jean,Alexander,Chiplunkar,Jean Alexander Chiplunkar,Data Governance Analyst,Australia,Agile; Scrum; User Research,University of Sydney,Commonwealth Bank
Nolie,Moulin,Chow,Nolie Moulin Chow,Mobile App Developer,France,Solidity; Ethereum; Hyperledger,Universit� Paris-Saclay,DataHub Analytics
Thuy,Van Bruggen,Christensen,Thuy Van Bruggen Christensen,Robotics Specialist,Netherlands,Python; TensorFlow; Scikit-learn,Delft University of Technology,CyberShield Consulting
Minea,Pulkkinen,Christensen,Minea Pulkkinen Christensen,Front-end Developer,Finland,Python; TensorFlow; Scikit-learn,Aalto University,CyberSec Advisors
Aubrey,Henry,Christensen,Aubrey Henry Christensen,Cloud Engineer,Australia,Solidity; Ethereum; Hyperledger,University of Sydney,Commonwealth Bank
Susanne,Welch,Christensen,Susanne Welch Christensen,Blockchain Developer,Ireland,Android Development; Kotlin; Azure; Power BI,University College Dublin,DevOps Masters
Oona,Takala,Christiansen,Oona Takala Christiansen,Robotics Specialist,Finland,Adobe Photoshop; Sketch,Aalto University,CyberSec Advisors
Iida,Tikkanen,Christiansen,Iida Tikkanen Christiansen,Product Manager,Finland,Python; R,Aalto University,CyberSec Advisors
Johanne,Petersen,Christiansen,Johanne Petersen Christiansen,Data Scientist,Denmark,Splunk; Wireshark; Kali Linux,Technical University of Denmark,GameDev Studios
Alcina,da Conceicao,Christiansen,Alcina da Conceicao Christiansen,Robotics Specialist,Brazil,JavaScript; React,Universidade de S�o Paulo,DevOps Masters
Dona,Bangera,Christiansen,Dona Bangera Christiansen,Quantum Computing Researcher,India,ROS; Python; Control Theory,Indian Institute of Technology Delhi,CyberSec Advisors
Regiane,da Cruz,Christiansen,Regiane da Cruz Christiansen,Product Owner,Brazil,Swift; Kotlin; Flutter,Universidade de S�o Paulo,DevOps Masters
Evelyn,Gregory,Chu,Evelyn Gregory Chu,Database Administrator,Australia,Angular; React; Node.js,University of Sydney,Commonwealth Bank
Addison,Brown,cirkovic,Addison Brown cirkovic,Game Developer,Canada,Splunk; Wireshark; Kali Linux,University of Toronto,Intellitech Innovations
Mnica,Pedraza,cirkovic,Mnica Pedraza cirkovic,UI/UX Designer,Mexico,R; TensorFlow; C++; Qt,Universidad Nacional Aut�noma de M�xico,Technosoft Innovations
Ashley,Rogers,Claire,Ashley Rogers Claire,Quantum Computing Specialist,Ireland,Collibra; Alation; Talend,University College Dublin,CyberSec Advisors
Enora,Fernandez,Clark,Enora Fernandez Clark,Artificial Intelligence Researcher,France,Python; TensorFlow; Scikit-learn,Universit� Paris-Saclay,DataHub Analytics
Nonna,Bezborodko,Clark,Nonna Bezborodko Clark,Embedded Systems Engineer,Ukraine,ROS; Python; Control Theory,University of Kiev,GameDev Studios
Dbora,Portillo,Clark,Dbora Portillo Clark,Embedded Systems Specialist,Mexico,Python; TensorFlow; Scikit-learn,Universidad Nacional Aut�noma de M�xico,Technosoft Innovations
Roberta,Wagner,Clarke,Roberta Wagner Clarke,Network Architect,United States,Agile; Scrum; User Research,Massachusetts Institute of Technology,TechPro Inc.
Phyllis,Walker,Clarke,Phyllis Walker Clarke,Artificial Intelligence Engineer,United States,Cisco; Linux; Wireshark,Massachusetts Institute of Technology,TechPro Inc.
Tania,Valladares,Clarke,Tania Valladares Clarke,Artificial Intelligence Researcher,Mexico,PyTorch; TensorFlow; Natural Language Processing,Universidad Nacional Aut�noma de M�xico,Technosoft Innovations
Mar,Ortiz,Clement,Mar Ortiz Clement,Embedded Systems Engineer,Spain,Android Development; Kotlin; Azure; Power BI,Universidad Complutense de Madrid,Mobiliti Software
Amal,Holtet,Cole,Amal Holtet Cole,Business Intelligence Analyst,Norway,Node.js; Raspberry Pi; MQTT,University of Oslo,AIResearchLab
Stephanie,Woods,Cole,Stephanie Woods Cole,Data Governance Specialist,United States,Splunk; Wireshark; Nmap,Massachusetts Institute of Technology,TechPro Inc.
Elli,Niva,Cole,Elli Niva Cole,Cloud Engineer,Finland,Collibra; Alation; Talend,Aalto University,CyberSec Advisors
Ronja,Kyllo,Coleman,Ronja Kyllo Coleman,IoT Developer,Finland,SQL; Python; AWS; Docker,Aalto University,CyberSec Advisors
Viivi,Keranen,Coleman,Viivi Keranen Coleman,Serverless Architect,Finland,Solidity; Ethereum; Hyperledger,Aalto University,CyberSec Advisors
Clara,Thomsen,Colin,Clara Thomsen Colin,Systems Analyst,Denmark,Node.js; Raspberry Pi; MQTT,Technical University of Denmark,GameDev Studios
Saanvi,Acharya,Collazo,Saanvi Acharya Collazo,Front-end Developer,India,Kali Linux; Metasploit; Burp Suite,Indian Institute of Technology Delhi,CyberSec Advisors
Adriana,Reyes,Collins,Adriana Reyes Collins,Blockchain Developer,Spain,Splunk; Wireshark; Kali Linux,Universidad Complutense de Madrid,Mobiliti Software
Artemiziya,Lizhechka,Collins,Artemiziya Lizhechka Collins,Frontend Developer,Ukraine,Network Security; Ethical Hacking; SQL; Python,University of Kiev,Mobiliti Software
Lily,Erland,Contreras,Lily Erland Contreras,Web Developer,Norway,Docker; Kubernetes; Ansible,University of Oslo,AIResearchLab
Caitlin,Mitchell,Cooper,Caitlin Mitchell Cooper,Mobile App Developer,Ireland,R; TensorFlow; Kubernetes; Jenkins,University College Dublin,TechPro Inc.
Clarissa,Gomes,Cooper,Clarissa Gomes Cooper,Cloud Engineer,Brazil,Python; R,Universidade de S�o Paulo,DevOps Masters
Isabella,Rossi,Costa,Isabella Rossi Costa,UI/UX Designer,Italy,Adobe Photoshop; Sketch,Politecnico di Milano,Ferrari
Alena,Middelbos,Costa,Alena Middelbos Costa,Data Engineering Specialist,Netherlands,Angular; React; Node.js,Delft University of Technology,CyberShield Consulting
Rosina,Henssen,Costa,Rosina Henssen Costa,UI/UX Designer,Netherlands,Agile; Scrum; Product Roadmapping,Delft University of Technology,CyberShield Consulting
Maline,Jean,Ct,Maline Jean Ct,Artificial Intelligence Researcher,France,SQL; Python; Node.js; MongoDB,Universit� Paris-Saclay,DataHub Analytics
Julie,Madsen,Ct,Julie Madsen Ct,Software Developer,Denmark,Adobe Photoshop; Sketch,Technical University of Denmark,GameDev Studios
Vanessa,Hoffman,Cox,Vanessa Hoffman Cox,DevOps Engineer,Ireland,Collibra; Alation; Talend,University College Dublin,CyberShield Consulting
Cla,Girard,Cox,Cla Girard Cox,UI/UX Designer,France,Docker; Kubernetes; Ansible,Universit� Paris-Saclay,DataHub Analytics
Loni,Lima,Crawford,Loni Lima Crawford,Cloud Infrastructure Engineer,Brazil,React; Angular; Vue.js,Universidade de S�o Paulo,DevOps Masters
Magdalena,Junk,Crawford,Magdalena Junk Crawford,Business Intelligence Analyst,Germany,ROS; Python; Control Theory,Technische Universit�t M�nchen,BlockchainGuru
Sophie,Lewis,Crespo,Sophie Lewis Crespo,Web Developer,New Zealand,Agile; Scrum; Product Roadmapping,University of Auckland,Technosoft Innovations
Eli,Aae,Crespo,Eli Aae Crespo,Robotics Specialist,Norway,ROS; Python; Control Theory,University of Oslo,AIResearchLab
Valentina,Rosales,de la Cruz,Valentina Rosales de la Cruz,Data Engineering Specialist,Colombia,Android Development; Kotlin; Azure; Power BI,University of the Andes,Ecopetrol
Britney,Cook,Cruz,Britney Cook Cruz,Serverless Solutions Architect,United Kingdom,React; Angular; Vue.js,University of Cambridge,AITech Solutions
Maja,Schmid,Cruz,Maja Schmid Cruz,Devops Engineer,Germany,R; TensorFlow; Kubernetes; Jenkins,Technische Universit�t M�nchen,BlockchainGuru
Mariamna,Cherevatenko,Cruz,Mariamna Cherevatenko Cruz,Data Engineering Specialist,Ukraine,Splunk; Wireshark; Kali Linux,University of Kiev,AIResearchLab
Dolores,Lowe,Cruz,Dolores Lowe Cruz,Systems Analyst,United States,Python; TensorFlow; Natural Language Processing,Massachusetts Institute of Technology,TechPro Inc.
Elvira,Trevio,Cruz,Elvira Trevio Cruz,Data Engineering Specialist,Mexico,ROS; Python; Control Theory,Universidad Nacional Aut�noma de M�xico,Technosoft Innovations
Marsha,Gutierrez,Curtis,Marsha Gutierrez Curtis,Software Developer,United States,AWS; Azure; Terraform,Massachusetts Institute of Technology,TechPro Inc.
Madeleine,Harris,Curtis,Madeleine Harris Curtis,DevOps Engineer,New Zealand,Splunk; Wireshark; Kali Linux,University of Auckland,CyberShield Consulting
Centa,Neher,Cvetkovic,Centa Neher Cvetkovic,Data Governance Specialist,Germany,Splunk; Wireshark; Nmap,Technische Universit�t M�nchen,BlockchainGuru
Amber,Wells,Daglaroglu,Amber Wells Daglaroglu,Cloud Engineer,Ireland,Android Development; Kotlin; Azure; Power BI,University College Dublin,CyberShield Consulting
Joann,Howard,Dahl,Joann Howard Dahl,Cybersecurity Consultant,Australia,ROS; Python; Control Theory,University of Sydney,Commonwealth Bank
Alicia,Jacobs,Dahlgren,Alicia Jacobs Dahlgren,Robotics Specialist,United States,Kali Linux; Metasploit; Burp Suite,Massachusetts Institute of Technology,TechPro Inc.
Susana,Aguirre,Dallmann,Susana Aguirre Dallmann,Data Engineering Specialist,Mexico,Collibra; Alation; Talend,Universidad Nacional Aut�noma de M�xico,Technosoft Innovations
Jade,Pelletier,Dalvi,Jade Pelletier Dalvi,UI/UX Designer,Canada,PyTorch; TensorFlow; Natural Language Processing,University of Toronto,Intellitech Innovations
Brielle,Campbell,Dam,Brielle Campbell Dam,Game Developer,Canada,Cisco; Networking,University of Toronto,Intellitech Innovations
Shubha,Thampy,Daniels,Shubha Thampy Daniels,IoT Developer,India,Python; R,Indian Institute of Technology Delhi,DevOps Masters
Aida,Casares,Daniels,Aida Casares Daniels,Data Scientist,Mexico,Docker; Kubernetes,Universidad Nacional Aut�noma de M�xico,Technosoft Innovations
Jasmine,Macdonald,Das,Jasmine Macdonald Das,Network Architect,Canada,Unity; Unreal Engine; C#,University of Toronto,Intellitech Innovations
Madalene,Rocha,Das,Madalene Rocha Das,Front-end Developer,Brazil,AWS Lambda; Azure Functions; Google Cloud Functions,Universidade de S�o Paulo,DevOps Masters
Hannchen,Germann,Davidson,Hannchen Germann Davidson,Cloud Engineer,Germany,PyTorch; TensorFlow; Natural Language Processing,Technische Universit�t M�nchen,BlockchainGuru
Caroline,Carter,Davidson,Caroline Carter Davidson,Data Governance Analyst,Ireland,Swift; Kotlin; Flutter,University College Dublin,TechPro Inc.
Alma,Hansen,Davies,Alma Hansen Davies,Artificial Intelligence Engineer,Denmark,Android Development; Kotlin; Azure; Power BI,Technical University of Denmark,GameDev Studios
Kornelia,Strseth,Davies,Kornelia Strseth Davies,Artificial Intelligence Specialist,Norway,Swift; Kotlin; Flutter,University of Oslo,AIResearchLab
Isabella,Jrgensen,Davies,Isabella Jrgensen Davies,Serverless Solutions Architect,Denmark,Python; TensorFlow; Scikit-learn,Technical University of Denmark,GameDev Studios
Beverly,Palmer,Davis,Beverly Palmer Davis,Cybersecurity Analyst,Australia,Network Security; Ethical Hacking; Kubernetes; Jenkins,University of Sydney,Commonwealth Bank
Birgitte,Kruizinga,Dawangave,Birgitte Kruizinga Dawangave,Cybersecurity Analyst,Netherlands,Network Security; Ethical Hacking; SQL; Python,Delft University of Technology,CyberShield Consulting
Courtney,Rodriquez,Day,Courtney Rodriquez Day,DevOps Engineer,United States,Agile; Scrum; User Research,Massachusetts Institute of Technology,TechPro Inc.
Monika,Emmert,Day,Monika Emmert Day,Cloud Engineer,Germany,Docker; Kubernetes,Technische Universit�t M�nchen,BlockchainGuru
Supritha,Mathew,Dean,Supritha Mathew Dean,Cybersecurity Analyst,India,R; SQL; Tableau,Indian Institute of Technology Delhi,CyberSec Advisors
Mlissa,Barbier,Debets,Mlissa Barbier Debets,Data Engineering Specialist,France,Kali Linux; Metasploit; Burp Suite,Universit� Paris-Saclay,DataHub Analytics
